Meta Data
Label,Value,
Date,4/9/2026
Profile,HillsAndValleys
ScanDuration,10 s
ScanLength,1000 µm
ScanResolution,0.333111 µm
ScanType,Standard Scan
StylusForce,2 mg
StylusScanRange,65.5 µm
StylusType,Radius: 2 μm
Time,11:56:55 AM


Data Leveling Position
R Cursor Position,0.822253219661753 mm
R Cursor Width,0 mm
M Cursor Position,0.603754694557812 mm
M Cursor Width,0 mm


Data
Lateral(mm),Total Profile(nm),,
0.0716189206929108,489.853674950876,,
0.0719520319519475,490.156344252505,,
0.0722851432109844,490.523158797988,,
0.0726182544700211,491.300156145508,,
0.0729513657290579,491.483988401911,,
0.0732844769880947,491.971366167348,,
0.0736175882471315,492.242674863414,,
0.0739506995061683,492.125716685597,,
0.0742838107652051,491.595156529604,,
0.0746169220242419,491.025970050972,,
0.0749500332832787,490.704830083152,,
0.0752831445423155,490.798140788556,,
0.0756162558013523,491.088192734541,,
0.0759493670603891,490.722660580155,,
0.0762824783194259,490.168387783441,,
0.0766155895784627,490.417218624795,,
0.0769487008374995,490.408541601844,,
0.0772818120965363,490.717288973718,,
0.0776149233555731,490.603124328586,,
0.0779480346146098,489.913122627494,,
0.0782811458736466,490.099933452613,,
0.0786142571326834,490.11411940094,,
0.0789473683917202,489.819565594057,,
0.079280479650757,489.70162329931,,
0.0796135909097938,489.419445490872,,
0.0799467021688306,489.341516355477,,
0.0802798134278674,489.595225961995,,
0.0806129246869042,489.921254603576,,
0.080946035945941,489.672562142462,,
0.0812791472049778,489.29397601927,,
0.0816122584640146,489.039571462321,,
0.0819453697230514,488.460790140054,,
0.0822784809820882,488.203659049439,,
0.082611592241125,488.337093507987,,
0.0829447035001618,488.542955179297,,
0.0832778147591986,488.950856407196,,
0.0836109260182353,489.184072040167,,
0.0839440372772721,490.162421955867,,
0.0842771485363089,490.620189097914,,
0.0846102597953457,490.68864135372,,
0.0849433710543825,490.179522286792,,
0.0852764823134193,489.553929015592,,
0.0856095935724561,488.727095191582,,
0.0859427048314929,488.244041485811,,
0.0862758160905297,487.702977457078,,
0.0866089273495665,487.645042901428,,
0.0869420386086033,487.997879288322,,
0.0872751498676401,488.156678273878,,
0.0876082611266769,488.565853950509,,
0.0879413723857137,488.709019944712,,
0.0882744836447505,488.663514311641,,
0.0886075949037873,488.419062256446,,
0.0889407061628241,488.242931364389,,
0.0892738174218609,488.080395964812,,
0.0896069286808977,488.268030414265,,
0.0899400399399344,489.180545020668,,
0.0902731511989712,490.369750430249,,
0.090606262458008,492.119836212252,,
0.0909393737170448,494.260028858349,,
0.0912724849760816,497.447909889719,,
0.0916055962351184,502.040465606214,,
0.0919387074941552,507.386983815191,,
0.092271818753192,513.45672617004,,
0.0926049300122288,519.662390366604,,
0.0929380412712656,524.17324803315,,
0.0932711525303024,523.79033349505,,
0.0936042637893392,521.169756486709,,
0.093937375048376,516.970802974852,,
0.0942704863074128,511.74220089608,,
0.0946035975664496,506.21586300371,,
0.0949367088254864,503.639664894401,,
0.0952698200845231,502.414594316611,,
0.0956029313435599,501.303596998984,,
0.0959360426025967,500.874728013301,,
0.0962691538616335,500.329454501643,,
0.0966022651206703,500.265322153299,,
0.0969353763797071,499.956358945736,,
0.0972684876387439,499.855391618638,,
0.0976015988977807,500.179625184718,,
0.0979347101568175,500.989285261423,,
0.0982678214158543,501.688573646604,,
0.0986009326748911,502.490146448818,,
0.0989340439339279,502.182358397735,,
0.0992671551929647,499.956868779799,,
0.0996002664520015,497.793737035443,,
0.0999333777110383,497.464338317077,,
0.100266488970075,497.704992176726,,
0.100599600229112,498.319404791825,,
0.100932711488149,498.566169586161,,
0.101265822747185,499.113306438451,,
0.101598934006222,499.797108549427,,
0.101932045265259,499.469725985703,,
0.102265156524296,498.925267663022,,
0.102598267783333,499.157305696409,,
0.102931379042369,498.995361615234,,
0.103264490301406,499.145375428937,,
0.103597601560443,499.355332501506,,
0.10393071281948,499.576320111548,,
0.104263824078517,499.62277993125,,
0.104596935337553,498.583327460848,,
0.10493004659659,497.992320725101,,
0.105263157855627,496.933919801284,,
0.105596269114664,495.936476249079,,
0.105929380373701,495.213996665139,,
0.106262491632737,494.619713335519,,
0.106595602891774,494.586653695349,,
0.106928714150811,495.156733592675,,
0.107261825409848,495.705070035596,,
0.107594936668885,496.152660804137,,
0.107928047927921,495.928894291434,,
0.108261159186958,495.923617061437,,
0.108594270445995,495.506871852581,,
0.108927381705032,494.775642093073,,
0.109260492964069,494.234352055023,,
0.109593604223105,493.452502188465,,
0.109926715482142,493.081898338202,,
0.110259826741179,493.183075967547,,
0.110592938000216,493.178030852415,,
0.110926049259252,493.179165041336,,
0.111259160518289,492.940539805149,,
0.111592271777326,493.424433205975,,
0.111925383036363,493.308809383621,,
0.1122584942954,493.284183348692,,
0.112591605554436,493.479614713002,,
0.112924716813473,493.657254987827,,
0.11325782807251,493.566823588422,,
0.113590939331547,493.686224916216,,
0.113924050590584,493.903960280871,,
0.11425716184962,494.092934050044,,
0.114590273108657,494.365369776339,,
0.114923384367694,494.363588822615,,
0.115256495626731,494.471466680703,,
0.115589606885768,494.631091121322,,
0.115922718144804,494.796316796995,,
0.116255829403841,495.406146606099,,
0.116588940662878,496.760691441677,,
0.116922051921915,498.367880271166,,
0.117255163180952,500.369687564595,,
0.117588274439988,502.010356663394,,
0.117921385699025,502.37503548098,,
0.118254496958062,501.794816438877,,
0.118587608217099,501.071341937809,,
0.118920719476136,500.242441480869,,
0.119253830735172,499.126162830699,,
0.119586941994209,498.759562586085,,
0.119920053253246,498.615728771023,,
0.120253164512283,497.741387510532,,
0.12058627577132,497.213451138994,,
0.120919387030356,496.933504244388,,
0.121252498289393,496.527753666864,,
0.12158560954843,495.846785467281,,
0.121918720807467,494.877241189399,,
0.122251832066503,493.875554624031,,
0.12258494332554,493.366571246658,,
0.122918054584577,492.791928884591,,
0.123251165843614,492.411209993588,,
0.123584277102651,491.887010874553,,
0.123917388361687,491.599168798007,,
0.124250499620724,491.456940475915,,
0.124583610879761,491.72162693225,,
0.124916722138798,491.803365839005,,
0.125249833397835,491.573964430724,,
0.125582944656871,491.76137300012,,
0.125916055915908,492.130446791212,,
0.126249167174945,492.880943246593,,
0.126582278433982,493.82144580438,,
0.126915389693019,494.251187908102,,
0.127248500952055,492.507954499934,,
0.127581612211092,491.224446543801,,
0.127914723470129,491.249241484562,,
0.128247834729166,491.454592794983,,
0.128580945988203,491.220775993564,,
0.128914057247239,490.758310213557,,
0.129247168506276,490.425658319209,,
0.129580279765313,490.111982216849,,
0.12991339102435,489.580445590219,,
0.130246502283387,488.964126719057,,
0.130579613542423,489.146648143884,,
0.13091272480146,488.850097847072,,
0.131245836060497,488.331848565006,,
0.131578947319534,488.498758442991,,
0.131912058578571,489.186760235013,,
0.132245169837607,489.942155416694,,
0.132578281096644,490.756368593586,,
0.132911392355681,491.366491493402,,
0.133244503614718,492.703486952523,,
0.133577614873754,494.00244976838,,
0.133910726132791,494.561738281156,,
0.134243837391828,494.891700768977,,
0.134576948650865,495.19163282775,,
0.134910059909902,495.317754383304,,
0.135243171168938,495.014918790496,,
0.135576282427975,494.774473385524,,
0.135909393687012,494.396494055516,,
0.136242504946049,494.527194561966,,
0.136575616205086,494.491060018662,,
0.136908727464122,494.304557870573,,
0.137241838723159,494.234155815857,,
0.137574949982196,494.547203851584,,
0.137908061241233,495.369323572866,,
0.13824117250027,495.337965900369,,
0.138574283759306,495.352813448256,,
0.138907395018343,495.401467756543,,
0.13924050627738,495.590978578408,,
0.139573617536417,495.185678098089,,
0.139906728795454,494.904056994594,,
0.14023984005449,494.787819270318,,
0.140572951313527,494.633737220749,,
0.140906062572564,494.469983371149,,
0.141239173831601,494.68406967441,,
0.141572285090638,495.289756863879,,
0.141905396349674,495.540297935106,,
0.142238507608711,495.751512058568,,
0.142571618867748,495.786054381682,,
0.142904730126785,495.642398985318,,
0.143237841385822,495.463903162628,,
0.143570952644858,495.653433382366,,
0.143904063903895,496.127976374171,,
0.144237175162932,496.647529207624,,
0.144570286421969,497.059601115755,,
0.144903397681005,497.557526578457,,
0.145236508940042,497.726063785906,,
0.145569620199079,498.108906438603,,
0.145902731458116,497.460303416761,,
0.146235842717153,496.587397298601,,
0.146568953976189,496.25148627467,,
0.146902065235226,496.260413656884,,
0.147235176494263,495.538486287068,,
0.1475682877533,495.045919167215,,
0.147901399012337,494.579797810741,,
0.148234510271373,494.281093401794,,
0.14856762153041,494.16533342445,,
0.148900732789447,493.875397378457,,
0.149233844048484,493.775072148477,,
0.149566955307521,493.038603640167,,
0.149900066566557,492.891438462958,,
0.150233177825594,493.025260988256,,
0.150566289084631,493.446018384572,,
0.150899400343668,493.767582131544,,
0.151232511602705,493.940776124049,,
0.151565622861741,493.920424334734,,
0.151898734120778,493.672241410403,,
0.152231845379815,493.420194798877,,
0.152564956638852,493.528733673145,,
0.152898067897889,492.916341929493,,
0.153231179156925,492.663970252417,,
0.153564290415962,492.210161192121,,
0.153897401674999,491.936071402318,,
0.154230512934036,491.987486536498,,
0.154563624193073,492.005568911938,,
0.154896735452109,492.210631012457,,
0.155229846711146,491.859698783862,,
0.155562957970183,491.416509346297,,
0.15589606922922,491.148316899536,,
0.156229180488257,490.727156140906,,
0.156562291747293,491.143677954195,,
0.15689540300633,491.579107859253,,
0.157228514265367,491.400064594421,,
0.157561625524404,491.184701919032,,
0.15789473678344,491.187867765583,,
0.158227848042477,491.781487351906,,
0.158560959301514,492.105692714546,,
0.158894070560551,491.622134618013,,
0.159227181819588,491.504703754838,,
0.159560293078624,491.646482481045,,
0.159893404337661,491.430082143919,,
0.160226515596698,491.314692201873,,
0.160559626855735,490.582618864567,,
0.160892738114772,490.093940529798,,
0.161225849373808,489.909223144723,,
0.161558960632845,489.710382776993,,
0.161892071891882,489.760795191379,,
0.162225183150919,489.954563614848,,
0.162558294409956,490.160913952038,,
0.162891405668992,490.354119568481,,
0.163224516928029,490.383282833215,,
0.163557628187066,490.340358525782,,
0.163890739446103,490.209268795571,,
0.16422385070514,490.103143628343,,
0.164556961964176,489.903297880955,,
0.164890073223213,489.857564505655,,
0.16522318448225,489.498823642603,,
0.165556295741287,489.321530778357,,
0.165889407000324,489.356334572565,,
0.16622251825936,489.254646641575,,
0.166555629518397,489.617066548107,,
0.166888740777434,489.717986101203,,
0.167221852036471,489.52753862699,,
0.167554963295508,489.642255027185,,
0.167888074554544,489.472325549845,,
0.168221185813581,489.503056783986,,
0.168554297072618,489.761308563588,,
0.168887408331655,489.66307938181,,
0.169220519590691,489.828582139855,,
0.169553630849728,490.304083034029,,
0.169886742108765,490.761581159994,,
0.170219853367802,491.3434583425,,
0.170552964626839,492.440006570122,,
0.170886075885875,493.222108056082,,
0.171219187144912,494.148666399944,,
0.171552298403949,495.193012010696,,
0.171885409662986,496.405721290427,,
0.172218520922023,497.552672469482,,
0.172551632181059,498.852214411111,,
0.172884743440096,498.718032358849,,
0.173217854699133,496.677357523452,,
0.17355096595817,494.693930908409,,
0.173884077217207,493.911382413359,,
0.174217188476243,493.770916154323,,
0.17455029973528,493.859487327404,,
0.174883410994317,493.946739552898,,
0.175216522253354,493.655018415925,,
0.175549633512391,493.32852949599,,
0.175882744771427,492.972679138242,,
0.176215856030464,493.32135900206,,
0.176548967289501,493.417191460915,,
0.176882078548538,492.744797803758,,
0.177215189807575,492.50381775875,,
0.177548301066611,493.093695604568,,
0.177881412325648,493.426453654142,,
0.178214523584685,492.965071916254,,
0.178547634843722,492.769285842503,,
0.178880746102759,492.623927023774,,
0.179213857361795,492.538951540785,,
0.179546968620832,492.641930962977,,
0.179880079879869,492.451309481001,,
0.180213191138906,492.442138633656,,
0.180546302397942,492.261934318312,,
0.180879413656979,492.27132965012,,
0.181212524916016,492.356062924198,,
0.181545636175053,492.145206269395,,
0.18187874743409,491.988337046799,,
0.182211858693126,492.49613182068,,
0.182544969952163,491.977680730482,,
0.1828780812112,491.60860422682,,
0.183211192470237,491.788557006855,,
0.183544303729274,491.815389443556,,
0.18387741498831,491.430836116755,,
0.184210526247347,491.591158204386,,
0.184543637506384,491.697731329262,,
0.184876748765421,491.716169671738,,
0.185209860024458,491.499398324342,,
0.185542971283494,491.16229532357,,
0.185876082542531,490.492530408228,,
0.186209193801568,490.153896362922,,
0.186542305060605,490.242982646154,,
0.186875416319642,490.723053548171,,
0.187208527578678,491.533991161361,,
0.187541638837715,492.589210065053,,
0.187874750096752,493.286991305585,,
0.188207861355789,494.923427010496,,
0.188540972614826,496.239409486932,,
0.188874083873862,497.687284038367,,
0.189207195132899,498.619164131174,,
0.189540306391936,499.457756854576,,
0.189873417650973,498.623649011191,,
0.190206528910009,496.164794765657,,
0.190539640169046,493.985160045419,,
0.190872751428083,493.154268163198,,
0.19120586268712,492.783316085068,,
0.191538973946157,492.962798350165,,
0.191872085205193,493.241970677942,,
0.19220519646423,493.593624346238,,
0.192538307723267,493.726591851702,,
0.192871418982304,493.460651880357,,
0.193204530241341,493.478420000971,,
0.193537641500377,493.039033043338,,
0.193870752759414,492.716222874279,,
0.194203864018451,492.751205972704,,
0.194536975277488,492.167836520908,,
0.194870086536525,491.908451092348,,
0.195203197795561,491.27154289051,,
0.195536309054598,490.514339095645,,
0.195869420313635,490.171990753658,,
0.196202531572672,489.703661115043,,
0.196535642831709,489.872473947593,,
0.196868754090745,490.114175836055,,
0.197201865349782,490.421483415726,,
0.197534976608819,490.655931844987,,
0.197868087867856,490.669214004464,,
0.198201199126893,491.159020498232,,
0.198534310385929,491.622214389162,,
0.198867421644966,491.767055133567,,
0.199200532904003,491.433292409714,,
0.19953364416304,490.976795063412,,
0.199866755422077,490.912479180813,,
0.200199866681113,491.157732104644,,
0.20053297794015,490.995316068974,,
0.200866089199187,491.015256176126,,
0.201199200458224,490.861531114252,,
0.201532311717261,491.249980800849,,
0.201865422976297,490.969174113148,,
0.202198534235334,490.711810226686,,
0.202531645494371,490.737687889102,,
0.202864756753408,490.586207706347,,
0.203197868012444,490.149441831279,,
0.203530979271481,490.304438231711,,
0.203864090530518,490.37144125129,,
0.204197201789555,490.834809814423,,
0.204530313048592,491.087344060617,,
0.204863424307628,491.699397307151,,
0.205196535566665,491.679492566251,,
0.205529646825702,491.708744126256,,
0.205862758084739,491.787237778498,,
0.206195869343776,491.793262199889,,
0.206528980602812,491.847158216982,,
0.206862091861849,491.835963661229,,
0.207195203120886,491.889987650909,,
0.207528314379923,491.784688786638,,
0.20786142563896,491.777147095714,,
0.208194536897996,492.132884471427,,
0.208527648157033,492.379616663285,,
0.20886075941607,492.500692755566,,
0.209193870675107,493.0892846603,,
0.209526981934144,493.052420088748,,
0.20986009319318,493.448456782335,,
0.210193204452217,493.202722625289,,
0.210526315711254,493.26997067153,,
0.210859426970291,493.673374997935,,
0.211192538229328,493.799541952525,,
0.211525649488364,494.214613127179,,
0.211858760747401,494.531902033789,,
0.212191872006438,493.746481619182,,
0.212524983265475,493.414619368309,,
0.212858094524512,493.361208419013,,
0.213191205783548,493.267561655107,,
0.213524317042585,493.165820578695,,
0.213857428301622,492.971457579493,,
0.214190539560659,493.563030869362,,
0.214523650819695,494.361139383877,,
0.214856762078732,494.844671522005,,
0.215189873337769,494.95755797294,,
0.215522984596806,494.903350025625,,
0.215856095855843,495.753130770492,,
0.216189207114879,495.924253581022,,
0.216522318373916,495.596300029248,,
0.216855429632953,495.127094688959,,
0.21718854089199,495.037748099025,,
0.217521652151027,495.258341399848,,
0.217854763410063,494.971282245521,,
0.2181878746691,495.157625252829,,
0.218520985928137,495.379902354663,,
0.218854097187174,495.771112742327,,
0.219187208446211,495.972702033451,,
0.219520319705247,496.575796774536,,
0.219853430964284,497.206682458211,,
0.220186542223321,497.699341721821,,
0.220519653482358,497.639994592906,,
0.220852764741395,497.832405636954,,
0.221185876000431,497.78376800376,,
0.221518987259468,497.953695687337,,
0.221852098518505,497.614237642294,,
0.222185209777542,497.124832615699,,
0.222518321036579,496.892093654082,,
0.222851432295615,496.493165374373,,
0.223184543554652,496.213537269161,,
0.223517654813689,496.942197983921,,
0.223850766072726,497.11813583402,,
0.224183877331763,497.634985946969,,
0.224516988590799,497.8360477607,,
0.224850099849836,497.764719365875,,
0.225183211108873,497.37224059744,,
0.22551632236791,496.278785200271,,
0.225849433626946,495.469202763325,,
0.226182544885983,495.130045409512,,
0.22651565614502,494.939493381337,,
0.226848767404057,494.660375623172,,
0.227181878663094,494.287186163507,,
0.22751498992213,493.582319724467,,
0.227848101181167,493.167389286187,,
0.228181212440204,493.084416689933,,
0.228514323699241,492.631499206618,,
0.228847434958278,492.537819196313,,
0.229180546217314,492.950371591782,,
0.229513657476351,492.902198132034,,
0.229846768735388,493.091071807174,,
0.230179879994425,492.798227014119,,
0.230512991253462,493.106936388265,,
0.230846102512498,493.313544008817,,
0.231179213771535,493.635140011355,,
0.231512325030572,493.802851935115,,
0.231845436289609,494.137683998345,,
0.232178547548646,494.120548168983,,
0.232511658807682,493.830837525951,,
0.232844770066719,493.382120435033,,
0.233177881325756,493.039857590955,,
0.233510992584793,492.72789125691,,
0.23384410384383,492.12710090655,,
0.234177215102866,492.366691562708,,
0.234510326361903,492.647341727297,,
0.23484343762094,492.827092176047,,
0.235176548879977,493.116117765312,,
0.235509660139014,493.488266507396,,
0.23584277139805,493.314293138642,,
0.236175882657087,492.945642739755,,
0.236508993916124,492.666640309244,,
0.236842105175161,492.904544571874,,
0.237175216434198,493.473982736579,,
0.237508327693234,494.146746091376,,
0.237841438952271,494.661605887936,,
0.238174550211308,495.586561894696,,
0.238507661470345,496.160010307986,,
0.238840772729381,496.317053769552,,
0.239173883988418,496.624972796591,,
0.239506995247455,496.716850809316,,
0.239840106506492,496.950984992867,,
0.240173217765529,496.620947437943,,
0.240506329024565,496.712583543465,,
0.240839440283602,496.91696158814,,
0.241172551542639,497.251111336163,,
0.241505662801676,497.710910997214,,
0.241838774060713,498.027290477854,,
0.242171885319749,498.397418905637,,
0.242504996578786,498.663885439531,,
0.242838107837823,498.312060117722,,
0.24317121909686,497.697929508937,,
0.243504330355897,497.595249241311,,
0.243837441614933,497.225680674706,,
0.24417055287397,497.707692846842,,
0.244503664133007,498.106585278583,,
0.244836775392044,498.385227709019,,
0.245169886651081,498.74433961375,,
0.245502997910117,498.662232970423,,
0.245836109169154,498.462016410433,,
0.246169220428191,498.262099465239,,
0.246502331687228,498.199472257373,,
0.246835442946265,498.060003499227,,
0.247168554205301,497.388538890937,,
0.247501665464338,497.431287129648,,
0.247834776723375,497.763703201344,,
0.248167887982412,498.49963346938,,
0.248500999241449,498.869689496956,,
0.248834110500485,499.038336222729,,
0.249167221759522,498.712630766665,,
0.249500333018559,498.469058317784,,
0.249833444277596,497.838309288945,,
0.250166555536632,497.564737031993,,
0.250499666795669,497.45433466945,,
0.250832778054706,497.168786067062,,
0.251165889313743,497.08363479817,,
0.25149900057278,497.097479703813,,
0.251832111831816,497.210280085768,,
0.252165223090853,497.046181495662,,
0.25249833434989,497.064815861598,,
0.252831445608927,496.893310885964,,
0.253164556867964,497.115326081653,,
0.253497668127,497.003125270543,,
0.253830779386037,496.0601573658,,
0.254163890645074,496.127975920163,,
0.254497001904111,495.722137742204,,
0.254830113163148,495.832215896645,,
0.255163224422184,496.2609602032,,
0.255496335681221,497.128751469491,,
0.255829446940258,497.562296986167,,
0.256162558199295,497.756708399038,,
0.256495669458332,497.953641558305,,
0.256828780717368,498.067187522154,,
0.257161891976405,498.268054429075,,
0.257495003235442,499.461179676192,,
0.257828114494479,500.476449946262,,
0.258161225753516,501.388929993589,,
0.258494337012552,502.623522566369,,
0.258827448271589,503.98189861108,,
0.259160559530626,505.109657794819,,
0.259493670789663,504.680896160903,,
